family	Subfamily	chr	start	end	strand	percent_divergence	GA_edit_count
ERVL	DR0012939	MCFN01000001.1	1611815	1612225	C	18.4	0
ERVL	DR0012961	MCFN01000001.1	1612228	1612490	C	25.6	0
ERVL	DR0012890	MCFN01000001.1	1635623	1636189	C	9.3	0
ERVL	DR0012936	MCFN01000001.1	1637344	1637575	C	15.2	0
ERVL	DR0012929	MCFN01000001.1	1637578	1637771	C	15.5	0
ERVL	DR0012959	MCFN01000001.1	1649709	1650234	C	11.1	0
ERVL	DR0012809	MCFN01000001.1	1650554	1650744	+	12.7	0
ERVL	DR0012929	MCFN01000001.1	1652477	1653026	+	15.1	0
ERVL	DR0012823	MCFN01000001.1	1683483	1684049	C	9.5	0
ERV1	DR0012854	MCFN01000001.1	1741795	1741897	+	16.8	0
ERVL	DR0012823	MCFN01000001.1	1759855	1760422	+	8.3	0
ERVL	DR0012935	MCFN01000001.1	1764597	1764854	+	29.5	0
ERVL	DR0012935	MCFN01000001.1	1764894	1765130	+	26.2	0
ERVL	DR0012969	MCFN01000001.1	1766267	1766608	+	16.5	0
ERV1	DR0012857	MCFN01000001.1	1767189	1767282	C	24.2	0
ERVL	DR0012935	MCFN01000001.1	1787235	1787550	C	25.8	0
ERVL	DR0012935	MCFN01000001.1	1787555	1788091	C	25.9	0
ERVL	DR0012920	MCFN01000001.1	1805627	1805889	+	15.1	0
ERVK	DR0012985	MCFN01000001.1	1813433	1813744	+	8.4	0
ERVL	DR0012929	MCFN01000001.1	1835272	1835825	+	15.9	0
ERVL	DR0012897	MCFN01000001.1	1963229	1963908	C	12.7	0
ERVL	DR0012986	MCFN01000001.1	2014322	2014642	+	8.4	0
ERVL	DR0012959	MCFN01000001.1	2107276	2107907	+	27.5	0
ERVL	DR0012891	MCFN01000001.1	2107915	2108210	+	34.0	0
ERV1	DR0012912	MCFN01000001.1	2206867	2207339	+	10.4	0
ERVL	DR0012863	MCFN01000001.1	2218861	2219217	+	9.8	0
ERV1	DR0012992	MCFN01000001.1	2219999	2220185	+	11.9	0
ERV1	DR0012844	MCFN01000001.1	2223062	2223708	C	16.6	0
ERVL	DR0012954	MCFN01000001.1	2339823	2340394	+	2.5	0
ERVL	DR0012991	MCFN01000001.1	2387305	2387609	C	16.1	0
ERVL	DR0012958	MCFN01000001.1	2403668	2404368	+	23.9	0
ERVL	DR0012986	MCFN01000001.1	2423953	2424296	+	9.4	0
ERVK	DR0012977	MCFN01000001.1	2468282	2470161	+	18.8	0
ERV1	DR0012866	MCFN01000001.1	2470743	2472354	+	17.3	0
ERV1	DR0012866	MCFN01000001.1	2472483	2472617	+	14.1	0
ERVK	DR0012895	MCFN01000001.1	2472777	2472846	+	17.5	0
ERVL	DR0012974	MCFN01000001.1	2507385	2507560	+	33.1	0
ERVL	DR0012897	MCFN01000001.1	2609198	2609922	C	12.6	0
ERVL	DR0012929	MCFN01000001.1	2648018	2648550	C	14.2	0
ERVL	DR0012935	MCFN01000001.1	2663839	2664339	C	22.7	0
ERVL	DR0012920	MCFN01000001.1	2756978	2757185	+	15.3	0
ERVL	DR0012923	MCFN01000001.1	2886531	2886811	C	24.6	0
ERVL	DR0012936	MCFN01000001.1	2997600	2998056	+	10.1	0
ERVL	DR0012823	MCFN01000001.1	3056627	3057194	+	9.7	0
ERVK	DR0012985	MCFN01000001.1	3059008	3059308	+	31.2	0
ERVK	DR0012985	MCFN01000001.1	3059514	3059683	+	31.0	0
ERVK	DR0012877	MCFN01000001.1	3060891	3061078	+	33.2	0
ERVK	DR0012960	MCFN01000001.1	3062700	3063325	+	32.9	0
ERV1	DR0012866	MCFN01000001.1	3063825	3063927	+	16.8	0
ERVK	DR0012985	MCFN01000001.1	3105183	3105488	+	11.8	0
ERVL	DR0012961	MCFN01000001.1	3158797	3159025	+	24.8	0
ERVL	DR0012824	MCFN01000001.1	3166255	3166590	C	7.7	0
ERVL	DR0012935	MCFN01000001.1	3218472	3218737	+	27.7	0
ERVL	DR0012935	MCFN01000001.1	3218814	3218978	+	22.1	0
ERVL	DR0012929	MCFN01000001.1	3221518	3221673	+	14.3	0
ERVL	DR0012958	MCFN01000001.1	3255017	3255272	+	20.5	0
ERVL	DR0012935	MCFN01000001.1	3266716	3268220	+	19.4	0
ERVL	DR0012954	MCFN01000001.1	3335763	3336351	C	4.2	0
ERVL	DR0012969	MCFN01000001.1	3504078	3504400	+	14.0	0
ERVL	DR0012920	MCFN01000001.1	3510671	3510937	+	11.5	0
ERVL	DR0012974	MCFN01000001.1	3530995	3531268	C	32.1	0
ERVL	DR0012974	MCFN01000001.1	3550265	3550511	+	32.0	0
ERVL	DR0012935	MCFN01000001.1	3565050	3565373	C	10.7	0
ERVL	DR0012943	MCFN01000001.1	3565631	3565977	+	12.0	0
ERVL	DR0012920	MCFN01000001.1	3595057	3595333	C	15.1	0
ERVL	DR0012929	MCFN01000001.1	3734305	3734665	+	15.2	0
ERVL	DR0012936	MCFN01000001.1	3735471	3736027	C	10.3	0
ERVL	DR0012848	MCFN01000001.1	3787514	3788297	+	16.0	0
ERVL	DR0012943	MCFN01000001.1	3843025	3843387	C	14.1	0
ERVL	DR0012920	MCFN01000001.1	4034472	4034742	C	13.5	0
ERVL	DR0012954	MCFN01000001.1	4163943	4164392	+	5.3	0
ERV1	DR0012902	MCFN01000001.1	4205897	4205947	+	6.0	0
ERVL	DR0012936	MCFN01000001.1	4264608	4265132	+	16.6	0
ERVL	DR0012920	MCFN01000001.1	4347471	4347596	C	9.5	0
ERVL	DR0012848	MCFN01000001.1	4370087	4371064	+	4.4	0
ERVL	DR0012920	MCFN01000001.1	4452346	4452605	+	12.5	0
ERVL	DR0012920	MCFN01000001.1	4458737	4459011	+	21.9	0
ERVL	DR0012929	MCFN01000001.1	4462450	4462987	+	12.8	0
ERVL	DR0012920	MCFN01000001.1	4501226	4501486	+	13.3	0
ERVL	DR0012969	MCFN01000001.1	4523103	4523442	+	11.5	0
ERVL	DR0012920	MCFN01000001.1	4670235	4670497	+	12.0	0
ERVL	DR0012943	MCFN01000001.1	4742566	4742900	+	10.8	0
ERVL	DR0012959	MCFN01000001.1	4769568	4769803	C	14.8	0
ERV1	DR0012857	MCFN01000001.1	4769890	4770183	C	2.8	0
ERVL	DR0012920	MCFN01000001.1	4889610	4889883	C	16.6	0
ERVL	DR0012920	MCFN01000001.1	4930647	4930903	C	11.1	0
ERVL	DR0012958	MCFN01000001.1	4936904	4937531	C	20.2	0
ERVL	DR0012962	MCFN01000001.1	4970159	4971171	C	24.2	0
ERVL	DR0012890	MCFN01000001.1	4971273	4971428	C	20.5	0
ERVL	DR0012954	MCFN01000002.1	321684	322055	+	3.5	0
ERVL	DR0012969	MCFN01000002.1	347427	347772	C	11.5	0
ERV1	DR0012844	MCFN01000002.1	425841	426242	+	19.1	0
ERVL	DR0012943	MCFN01000002.1	483229	483557	C	10.9	0
ERVL	DR0012890	MCFN01000002.1	520052	520095	+	6.8	0
ERVL	DR0012890	MCFN01000002.1	520264	520964	+	8.6	0
ERVL	DR0012935	MCFN01000002.1	528494	528862	C	29.0	0
ERVL	DR0012943	MCFN01000002.1	642232	642571	C	8.1	0
ERVL	DR0012920	MCFN01000002.1	692234	692394	C	18.6	0
ERVL	DR0012935	MCFN01000002.1	850629	850892	+	23.1	0
ERVL	DR0012920	MCFN01000002.1	902311	902551	C	15.7	0
ERVL	DR0012974	MCFN01000002.1	1065948	1066256	+	22.1	0
ERVL	DR0012920	MCFN01000002.1	1080484	1080707	C	26.1	0
ERVL	DR0012970	MCFN01000002.1	1165090	1165415	C	14.2	0
ERVL	DR0012970	MCFN01000002.1	1174297	1174544	C	14.2	0
ERVL	DR0012920	MCFN01000002.1	1181450	1181503	+	20.4	0
ERV1	DR0012931	MCFN01000002.1	1245996	1246495	+	10.8	0
ERVL	DR0012961	MCFN01000002.1	1349909	1350897	C	25.9	0
ERVL	DR0012991	MCFN01000002.1	1369739	1370036	C	9.4	0
ERVL	DR0012943	MCFN01000002.1	1375083	1375377	+	13.1	0
ERVL	DR0012929	MCFN01000002.1	1396761	1397064	+	23.4	0
ERV1	DR0012844	MCFN01000002.1	1473181	1473616	C	19.7	0
ERVL	DR0012943	MCFN01000002.1	1477691	1478029	+	8.9	0
ERVL	DR0012974	MCFN01000002.1	1491978	1492178	+	23.9	0
ERVL	DR0012974	MCFN01000002.1	1492201	1492409	+	27.1	0
ERVL	DR0012943	MCFN01000002.1	1493379	1493717	+	8.3	0
ERVL	DR0012991	MCFN01000002.1	1511280	1511650	+	17.3	0
ERVL	DR0012954	MCFN01000002.1	1695435	1696009	C	3.0	0
ERVL	DR0012991	MCFN01000002.1	1714680	1714981	+	14.9	0
ERVL	DR0012986	MCFN01000002.1	1749753	1750094	C	9.4	0
ERVL	DR0012959	MCFN01000002.1	1928973	1929500	+	11.9	0
ERVL	DR0012935	MCFN01000002.1	1975098	1975632	C	19.5	0
ERVL	DR0012929	MCFN01000002.1	1994790	1995329	+	16.9	0
ERV1	DR0012857	MCFN01000002.1	2044127	2044235	+	6.4	0
ERVL	DR0012929	MCFN01000002.1	2076642	2076742	+	14.7	0
ERVL	DR0012981	MCFN01000002.1	2076817	2076896	C	9.0	0
ERVL	DR0012861	MCFN01000002.1	2076897	2077541	C	6.8	0
ERVL	DR0012809	MCFN01000002.1	2117027	2117352	C	23.1	0
ERVL	DR0012961	MCFN01000002.1	2128677	2128970	C	30.8	0
ERVL	DR0012935	MCFN01000002.1	2155447	2155497	+	7.8	0
ERVL	DR0012935	MCFN01000002.1	2155731	2156287	+	15.6	0
ERVL	DR0012939	MCFN01000002.1	2304349	2304774	C	23.4	0
ERVL	DR0012969	MCFN01000002.1	2349408	2349756	+	14.4	0
ERVL	DR0012935	MCFN01000002.1	2458249	2458585	C	25.0	0
ERVL	DR0012974	MCFN01000002.1	2461578	2462145	+	30.2	0
ERVL	DR0012935	MCFN01000002.1	2465099	2465301	+	22.3	0
ERVL	DR0012936	MCFN01000002.1	2466320	2466806	+	26.5	0
ERVL	DR0012991	MCFN01000002.1	2476705	2477035	C	10.9	0
ERVL	DR0012935	MCFN01000002.1	2599620	2599967	+	24.0	0
ERVL	DR0012974	MCFN01000002.1	2639003	2639185	+	16.9	0
ERVL	DR0012991	MCFN01000002.1	2649326	2649656	C	14.5	0
ERVL	DR0012969	MCFN01000002.1	2897079	2897423	C	13.1	0
ERVL	DR0012943	MCFN01000002.1	2903658	2904007	+	12.7	0
ERV1	DR0012844	MCFN01000002.1	2905621	2906202	+	16.9	0
ERVL	DR0012920	MCFN01000002.1	2918893	2919106	+	20.1	0
ERVL	DR0012958	MCFN01000002.1	2925206	2926106	C	22.4	0
ERVL	DR0012970	MCFN01000002.1	3056871	3057190	C	14.5	0
ERVL	DR0012958	MCFN01000002.1	3089006	3089557	+	25.8	0
ERVL	DR0012958	MCFN01000002.1	3091649	3091726	+	18.4	0
ERVL	DR0012974	MCFN01000002.1	3094385	3094638	+	22.4	0
ERVL	DR0012961	MCFN01000002.1	3112309	3112500	+	22.5	0
ERV1	DR0012914	MCFN01000002.1	3126370	3126683	+	29.1	0
ERVL	DR0012848	MCFN01000002.1	3163703	3164352	+	7.4	0
ERV1	DR0012912	MCFN01000002.1	3176009	3176494	+	13.1	0
ERVL	DR0012943	MCFN01000002.1	3206287	3206627	C	10.6	0
ERVL	DR0012897	MCFN01000002.1	3214443	3214685	+	18.5	0
ERVL	DR0012969	MCFN01000002.1	3222785	3223119	C	16.7	0
ERVL	DR0012974	MCFN01000002.1	3368676	3369216	+	30.2	0
ERVL	DR0012958	MCFN01000002.1	3400984	3401556	+	23.7	0
ERVL	DR0012848	MCFN01000002.1	3495336	3495486	C	3.3	0
ERVL	DR0012848	MCFN01000002.1	3495504	3495837	C	13.0	0
ERVL	DR0012986	MCFN01000002.1	3588420	3588762	C	13.5	0
ERVL	DR0012860	MCFN01000002.1	3589373	3589443	+	9.9	0
ERVL	DR0012974	MCFN01000002.1	3641466	3641584	C	30.5	0
ERV1	DR0012922	MCFN01000002.1	3650464	3650989	+	6.8	0
ERV1	DR0012857	MCFN01000002.1	3651742	3651846	+	27.6	0
ERV1	DR0012857	MCFN01000002.1	3651865	3651967	+	27.7	0
ERVL	DR0012935	MCFN01000002.1	3662675	3662834	C	22.8	0
ERVL	DR0012923	MCFN01000002.1	3663045	3663161	C	22.2	0
ERVL	DR0012970	MCFN01000002.1	3667039	3667092	C	13.5	0
ERVL	DR0012969	MCFN01000002.1	3734104	3734431	C	13.0	0
ERVL	DR0012920	MCFN01000002.1	3975540	3975811	+	11.2	0
ERVL	DR0012991	MCFN01000002.1	4018739	4019073	+	11.9	0
ERVL	DR0012891	MCFN01000002.1	4039656	4040215	+	9.5	0
ERVL	DR0012860	MCFN01000002.1	4051727	4052290	+	7.3	0
ERVL	DR0012958	MCFN01000002.1	4167293	4167447	+	22.2	0
ERVL	DR0012929	MCFN01000002.1	4234681	4235220	C	23.2	0
ERVL	DR0012929	MCFN01000002.1	4267576	4267882	+	16.8	0
ERVL	DR0012935	MCFN01000002.1	4325712	4326300	+	17.3	0
ERVL	DR0012929	MCFN01000002.1	4329040	4329572	+	20.2	0
ERVL	DR0012809	MCFN01000002.1	4336693	4336751	+	20.7	0
ERVL	DR0012943	MCFN01000002.1	4420547	4420884	C	11.1	0
ERVL	DR0012974	MCFN01000002.1	4422698	4422837	+	22.9	0
ERVL	DR0012974	MCFN01000002.1	4422860	4423139	+	21.1	0
ERVL	DR0012929	MCFN01000002.1	4431299	4431855	+	15.6	0
ERVL	DR0012932	MCFN01000002.1	4479838	4480232	+	35.2	0
ERVL	DR0012897	MCFN01000002.1	4482304	4483026	C	14.0	0
ERV1	DR0012992	MCFN01000002.1	4525192	4525854	C	12.8	0
ERV1	DR0012922	MCFN01000002.1	4528231	4528801	+	22.1	0
ERVL	DR0012936	MCFN01000002.1	4579588	4579687	+	16.3	0
ERVL	DR0012920	MCFN01000002.1	4623219	4623490	C	12.7	0
ERVL	DR0012848	MCFN01000002.1	4629547	4630182	+	9.7	0
ERVL	DR0012860	MCFN01000002.1	4676082	4676142	C	5.0	0
ERVL	DR0012929	MCFN01000002.1	4700785	4701353	C	15.7	0
ERVL	DR0012929	MCFN01000002.1	4704080	4704631	+	16.0	0
ERVL	DR0012890	MCFN01000002.1	4745280	4745364	C	6.4	0
ERVL	DR0012958	MCFN01000002.1	4759107	4760103	C	22.1	0
ERVL	DR0012970	MCFN01000003.1	2499	2617	+	11.8	0
ERVL	DR0012969	MCFN01000003.1	3084	3418	+	9.2	0
ERVL	DR0012941	MCFN01000003.1	152630	152958	+	16.8	0
ERVL	DR0012920	MCFN01000003.1	165435	165693	+	21.2	0
ERVL	DR0012986	MCFN01000003.1	181790	182134	+	9.6	0
ERVL	DR0012824	MCFN01000003.1	315832	316167	+	9.3	0
ERVL	DR0012991	MCFN01000003.1	335858	336220	+	14.2	0
ERVL	DR0012970	MCFN01000003.1	359377	359713	+	12.6	0
ERVL	DR0012923	MCFN01000003.1	381611	382056	C	25.9	0
ERVL	DR0012970	MCFN01000003.1	389699	390043	C	17.5	0
ERVL	DR0012991	MCFN01000003.1	468533	468872	C	15.8	0
ERVL	DR0012941	MCFN01000003.1	521392	521480	C	15.9	0
ERVL	DR0012809	MCFN01000003.1	688971	689330	C	27.2	0
ERVL	DR0012958	MCFN01000003.1	726325	727019	C	22.0	0
ERVL	DR0012991	MCFN01000003.1	730993	731310	C	10.4	0
ERVL	DR0012991	MCFN01000003.1	742195	742522	C	10.2	0
ERVL	DR0012970	MCFN01000003.1	764729	765076	C	18.0	0
ERVL	DR0012910	MCFN01000003.1	798274	798589	C	21.9	0
ERVL	DR0012986	MCFN01000003.1	1053655	1054006	+	11.1	0
ERVL	DR0012970	MCFN01000003.1	1305289	1305583	C	14.4	0
ERVL	DR0012970	MCFN01000003.1	1313122	1313453	C	14.6	0
ERVL	DR0012920	MCFN01000003.1	1543579	1543808	C	19.6	0
ERVL	DR0012935	MCFN01000003.1	1557746	1557969	+	38.5	0
ERV1	DR0012879	MCFN01000003.1	1570165	1570723	C	16.5	0
ERVL	DR0012970	MCFN01000003.1	1623583	1623916	+	17.2	0
ERVL	DR0012991	MCFN01000003.1	1747329	1747654	C	8.9	0
ERVL	DR0012838	MCFN01000003.1	1816179	1816499	C	20.0	0
ERVL	DR0012910	MCFN01000003.1	2171022	2171365	+	3.8	0
ERVL	DR0012935	MCFN01000003.1	2307831	2308198	C	21.1	0
ERV1	DR0012855	MCFN01000003.1	2430244	2430656	+	2.4	0
ERVL	DR0012936	MCFN01000003.1	2522220	2522449	+	10.9	0
ERVL	DR0012954	MCFN01000003.1	2532514	2533086	+	3.0	0
ERV1	DR0012844	MCFN01000003.1	2569019	2569646	C	17.8	0
ERVL	DR0012954	MCFN01000003.1	2577173	2577745	+	2.3	0
ERVL	DR0012970	MCFN01000003.1	2603576	2603701	+	21.6	0
ERVL	DR0012991	MCFN01000003.1	2603704	2603799	+	22.9	0
ERVL	DR0012929	MCFN01000003.1	2667001	2667169	C	21.2	0
ERVL	DR0012936	MCFN01000003.1	2678782	2678857	C	2.8	0
ERVL	DR0012920	MCFN01000003.1	2691463	2691569	+	19.0	0
ERVL	DR0012827	MCFN01000003.1	2759338	2759472	C	15.1	0
ERVL	DR0012936	MCFN01000003.1	2771857	2772061	+	7.3	0
ERVL	DR0012850	MCFN01000003.1	2840238	2840572	C	2.7	0
ERVL	DR0012970	MCFN01000003.1	2842442	2842733	+	16.6	0
ERVL	DR0012970	MCFN01000003.1	2892901	2893247	C	16.3	0
ERVL	DR0012920	MCFN01000003.1	2966065	2966337	C	19.3	0
ERVL	DR0012935	MCFN01000003.1	3098351	3098620	C	19.0	0
ERVL	DR0012986	MCFN01000003.1	3100691	3101035	C	9.6	0
ERVL	DR0012890	MCFN01000003.1	3221600	3222167	C	5.8	0
ERVL	DR0012991	MCFN01000003.1	3335437	3335646	C	20.1	0
ERVL	DR0012935	MCFN01000003.1	3347663	3347894	+	20.7	0
ERVL	DR0012959	MCFN01000003.1	3437700	3438305	+	15.2	0
ERVL	DR0012920	MCFN01000003.1	3442125	3442343	C	14.7	0
ERV1	DR0012857	MCFN01000003.1	3462020	3462093	+	0.0	0
ERVL	DR0012970	MCFN01000003.1	3533637	3533929	C	18.6	0
ERVL	DR0012970	MCFN01000003.1	3561435	3561755	+	20.3	0
ERVL	DR0012920	MCFN01000003.1	3569733	3569988	+	13.7	0
ERVL	DR0012991	MCFN01000003.1	3650640	3650945	+	16.7	0
ERVL	DR0012891	MCFN01000003.1	3681715	3682210	C	10.9	0
ERVL	DR0012959	MCFN01000003.1	3752823	3752925	C	27.2	0
ERVL	DR0012954	MCFN01000003.1	3823311	3823906	+	3.1	0
ERVL	DR0012958	MCFN01000003.1	3860929	3861230	C	18.9	0
ERVL	DR0012935	MCFN01000003.1	4059876	4060430	+	24.4	0
ERVL	DR0012954	MCFN01000003.1	4096510	4097120	C	3.5	0
ERVL	DR0012991	MCFN01000003.1	4145803	4146143	C	15.2	0
ERVL	DR0012974	MCFN01000003.1	4169537	4169951	+	31.8	0
ERVL	DR0012958	MCFN01000003.1	4172059	4172697	+	21.1	0
ERVL	DR0012954	MCFN01000003.1	4238833	4239404	C	3.5	0
ERVL	DR0012974	MCFN01000003.1	4244646	4245178	C	29.4	0
ERVL	DR0012986	MCFN01000003.1	4299157	4299434	C	12.1	0
ERVL	DR0012970	MCFN01000003.1	4303184	4303511	C	18.4	0
ERVL	DR0012974	MCFN01000003.1	4314781	4315154	+	29.1	0
ERVL	DR0012970	MCFN01000003.1	4470270	4470601	C	14.4	0
ERVL	DR0012991	MCFN01000003.1	4495486	4495819	C	17.5	0
ERVL	DR0012986	MCFN01000003.1	4496705	4497049	+	9.7	0
ERVL	DR0012991	MCFN01000003.1	4530346	4530674	+	13.1	0
ERVL	DR0012958	MCFN01000003.1	4543791	4544056	C	17.6	0
ERVL	DR0012920	MCFN01000003.1	4550950	4551186	C	15.1	0
ERV1	DR0012914	MCFN01000003.1	4586765	4587128	C	13.8	0
ERVL	DR0012962	MCFN01000004.1	200964	201019	C	16.1	0
ERVL	DR0012962	MCFN01000004.1	201021	201078	C	6.9	0
ERVL	DR0012991	MCFN01000004.1	222139	222465	C	11.3	0
ERVL	DR0012942	MCFN01000004.1	275218	275576	C	10.0	0
ERVL	DR0012970	MCFN01000004.1	360737	361061	C	12.4	0
ERVL	DR0012991	MCFN01000004.1	413345	413679	C	12.2	0
ERVL	DR0012809	MCFN01000004.1	466834	467181	+	15.4	0
ERVL	DR0012991	MCFN01000004.1	629073	629406	+	13.5	0
ERVL	DR0012970	MCFN01000004.1	649523	649886	+	14.6	0
ERVL	DR0012850	MCFN01000004.1	710194	710526	C	4.8	0
ERVL	DR0012959	MCFN01000004.1	741486	742028	C	13.6	0
ERVL	DR0012809	MCFN01000004.1	751111	751466	C	13.8	0
ERVL	DR0012954	MCFN01000004.1	758329	758544	+	3.7	0
ERVL	DR0012850	MCFN01000004.1	758902	759085	+	1.1	0
ERVL	DR0012954	MCFN01000004.1	759106	759628	+	4.2	0
ERVL	DR0012991	MCFN01000004.1	799115	799452	+	12.8	0
ERVL	DR0012929	MCFN01000004.1	809826	809960	C	24.1	0
ERVL	DR0012850	MCFN01000004.1	822305	822613	+	2.6	0
ERVL	DR0012850	MCFN01000004.1	824906	824996	+	5.5	0
ERVL	DR0012838	MCFN01000004.1	860824	861046	+	13.6	0
ERVL	DR0012954	MCFN01000004.1	1006008	1006581	+	3.1	0
ERVL	DR0012991	MCFN01000004.1	1069979	1070307	+	12.5	0
ERV1	DR0012854	MCFN01000004.1	1124785	1125114	+	21.5	0
ERV1	DR0012854	MCFN01000004.1	1125137	1125482	+	27.3	0
ERV1	DR0012931	MCFN01000004.1	1137611	1137846	+	27.6	0
ERVL	DR0012958	MCFN01000004.1	1536880	1537029	+	12.3	0
ERVL	DR0012959	MCFN01000004.1	1543382	1543462	C	29.6	0
ERVL	DR0012943	MCFN01000004.1	1552345	1552688	+	17.2	0
ERVL	DR0012974	MCFN01000004.1	1909981	1910266	C	33.7	0
ERV1	DR0012879	MCFN01000004.1	2238836	2239433	C	15.9	0
ERVL	DR0012943	MCFN01000004.1	2964554	2964865	C	12.5	0
ERVL	DR0012991	MCFN01000004.1	2991875	2992195	C	11.8	0
ERVL	DR0012920	MCFN01000004.1	3120573	3120801	+	16.8	0
ERVL	DR0012991	MCFN01000004.1	3174907	3175054	+	16.2	0
ERVL	DR0012920	MCFN01000004.1	3351795	3351974	+	11.9	0
ERVL	DR0012970	MCFN01000004.1	3478430	3478754	C	13.3	0
ERVL	DR0012970	MCFN01000004.1	3493013	3493286	C	12.6	0
ERVL	DR0012970	MCFN01000004.1	3593385	3593738	C	14.2	0
ERVL	DR0012920	MCFN01000004.1	3642190	3642426	C	24.2	0
ERVL	DR0012991	MCFN01000004.1	3692657	3692950	C	11.3	0
ERVL	DR0012824	MCFN01000004.1	3735161	3735499	C	9.2	0
ERVL	DR0012850	MCFN01000004.1	3751672	3751850	C	3.9	0
