family	Subfamily	chr	start	end	strand	percent_divergence	GA_edit_count
ERVL	TguLTR5d	NW_009646309.1	82896	83073	C	16.700	0
ERVL	TguLTR5d	NW_009646309.1	83267	83415	C	29.400	0
ERVL	TguLTR5e	NW_009646309.1	215984	216059	C	13.500	0
ERVL	TguLTR5d	NW_009646309.1	224204	224768	+	14.000	0
ERVL	TguLTR5d	NW_009646309.1	285983	286551	C	18.700	0
ERVL	TguLTR5d	NW_009646309.1	315949	316099	C	13.800	0
ERVL	TguLTR5d	NW_009646309.1	316205	316308	C	23.200	0
ERVL	TguLTR5e	NW_009646309.1	316474	316577	C	23.200	0
ERVL	TguLTR5d	NW_009646309.1	335191	335711	C	19.000	0
ERVL	TguLTR5e	NW_009646309.1	339098	339176	+	24.400	0
ERVL	TguLTR5e	NW_009646309.1	342634	342687	+	18.500	0
ERVL	TguLTR5d	NW_009646327.1	2117	2254	+	18.500	0
ERVL	TguLTR5e	NW_009646327.1	27348	27424	+	13.300	0
ERVL	TguLTR5e	NW_009646327.1	35829	36400	C	21.800	0
ERVL	TguLTR5e	NW_009646327.1	37121	37241	C	21.500	0
ERVL	TguLTR5e	NW_009646328.1	3	479	C	20.200	0
ERVL	TguLTR5e	NW_009646328.1	2727	2771	C	15.600	0
ERVL	TguLTR5e	NW_009646328.1	6549	6641	C	14.100	0
ERVL	TguLTR5e	NW_009646330.1	11801	11903	C	20.600	0
ERVL	TguLTR5d	NW_009646330.1	14553	14700	+	15.100	0
ERVL	TguLTR5d	NW_009646331.1	25782	25869	C	13.800	0
ERVL	TguLTR5d	NW_009646331.1	36840	37354	C	25.000	0
ERVL	TguLTR5e	NW_009646331.1	42815	43370	+	18.700	0
ERVL	TguLTR5d	NW_009646331.1	45133	45314	C	15.400	0
ERVL	TguLTR5d	NW_009646331.1	47775	47934	C	16.700	0
ERVL	TguLTR5e	NW_009646331.1	49631	49721	+	15.500	0
ERVL	TguLTR5e	NW_009646331.1	50852	50912	+	19.700	0
ERVL	TguLTR5d	NW_009646331.1	61027	61125	+	19.800	0
ERVL	TguLTR5d	NW_009646331.1	62494	62630	+	15.300	0
ERVL	TguLTR5e	NW_009646331.1	63602	64147	+	20.800	0
ERVL	TguLTR5d	NW_009646336.1	16383	16533	+	25.600	0
ERVL	TguLTR5e	NW_009646336.1	17636	17761	C	24.600	0
ERVL	TguLTR5d	NW_009646337.1	29246	29406	C	22.000	0
ERVL	TguLTR5d	NW_009646337.1	38877	39013	+	23.100	0
ERVL	TguLTR5d	NW_009646338.1	736	872	+	23.500	0
ERVL	TguLTR5e	NW_009646338.1	5734	5812	+	23.100	0
ERVL	TguLTR5e	NW_009646338.1	21500	21591	+	15.400	0
ERVL	TguLTR5e	NW_009646338.1	31310	31388	+	23.100	0
ERVL	TguLTR5d	NW_009646338.1	33360	33518	C	24.500	0
ERVL	TguLTR5d	NW_009646339.1	1198	1330	+	24.100	0
ERVL	TguLTR5e	NW_009646339.1	21668	21904	+	17.900	0
ERVL	TguLTR5e	NW_009646339.1	46634	46802	C	18.900	0
ERVL	TguLTR5d	NW_009646339.1	48215	48310	+	13.700	0
ERVL	TguLTR5e	NW_009646339.1	51472	51563	C	15.600	0
ERVL	TguLTR5e	NW_009646339.1	55867	55955	C	14.800	0
ERVL	TguLTR5e	NW_009646339.1	67444	67994	C	19.200	0
ERVL	TguLTR5e	NW_009646339.1	68068	68452	C	20.200	0
ERVL	TguLTR5e	NW_009646340.1	62749	63028	+	16.100	0
ERVL	TguLTR5e	NW_009646340.1	63150	63270	+	16.700	0
ERVL	TguLTR5e	NW_009646340.1	241517	241624	C	28.000	0
ERVL	TguLTR5d	NW_009646340.1	591101	591691	C	15.300	0
ERVL	TguLTR5d	NW_009646340.1	597771	597828	C	22.400	0
ERVL	TguLTR5d	NW_009646340.1	598022	598257	C	21.700	0
ERVL	TguLTR5d	NW_009646340.1	783466	783595	+	17.900	0
ERVL	TguLTR5d	NW_009646340.1	788075	788255	C	28.700	0
ERVL	TguLTR5e	NW_009646340.1	954314	954432	+	25.200	0
ERVL	TguLTR5e	NW_009646342.1	160246	160395	C	21.700	0
ERVL	TguLTR5d	NW_009646342.1	267418	267558	+	31.200	0
ERVL	TguLTR5d	NW_009646342.1	267765	267900	+	17.700	0
ERVL	TguLTR5e	NW_009646342.1	353999	354102	C	18.600	0
ERVL	TguLTR5e	NW_009646345.1	6548	6669	C	22.500	0
ERVL	TguLTR5d	NW_009646345.1	11227	11311	C	19.000	0
ERVL	TguLTR5d	NW_009646345.1	34903	35482	C	15.400	0
ERVL	TguLTR5d	NW_009646346.1	1214	1346	+	21.800	0
ERVL	TguLTR5d	NW_009646346.1	36903	37022	+	23.900	0
ERVL	TguLTR5e	NW_009646350.1	2579	2672	+	20.600	0
ERVL	TguLTR5e	NW_009646350.1	18855	18946	+	16.600	0
ERVL	TguLTR5e	NW_009646358.1	410527	410642	C	24.300	0
ERVL	TguLTR5e	NW_009646358.1	557729	557824	C	17.900	0
ERVL	TguLTR5d	NW_009646358.1	619197	619793	C	14.800	0
ERVL	TguLTR5e	NW_009646358.1	785345	785432	+	15.100	0
ERVL	TguLTR5d	NW_009646361.1	15428	16017	+	12.800	0
ERVL	TguLTR5d	NW_009646361.1	16777	16907	C	26.100	0
ERVL	TguLTR5d	NW_009646361.1	22505	22642	C	22.200	0
ERVL	TguLTR5d	NW_009646363.1	9754	9885	+	26.500	0
ERVL	TguLTR5e	NW_009646363.1	14772	14863	+	16.600	0
ERVL	TguLTR5d	NW_009646367.1	7038	7171	C	20.300	0
ERVL	TguLTR5d	NW_009646372.1	104	235	C	25.800	0
ERVL	TguLTR5e	NW_009646385.1	9775	9867	C	19.600	0
ERVL	TguLTR5e	NW_009646385.1	15131	15251	+	25.000	0
ERVL	TguLTR5e	NW_009646395.1	32270	32388	+	24.800	0
ERVL	TguLTR5e	NW_009646395.1	72327	72421	C	16.300	0
ERVL	TguLTR5e	NW_009646395.1	106268	106355	+	19.500	0
ERVL	TguLTR5e	NW_009646395.1	147397	147488	C	12.300	0
ERVL	TguLTR5d	NW_009646395.1	172185	172316	C	23.200	0
ERVL	TguLTR5e	NW_009646395.1	194942	195061	+	29.600	0
ERVL	TguLTR5d	NW_009646395.1	226695	227259	+	14.400	0
ERVL	TguLTR5d	NW_009646395.1	244445	244578	C	16.800	0
ERVL	TguLTR5e	NW_009646395.1	345075	345135	+	19.700	0
ERVL	TguLTR5e	NW_009646395.1	578261	578819	C	20.000	0
ERVL	TguLTR5e	NW_009646395.1	614354	614956	C	20.400	0
ERVL	TguLTR5e	NW_009646395.1	773423	773710	C	15.700	0
ERVL	TguLTR5e	NW_009646395.1	787450	787575	C	24.800	0
ERVL	TguLTR5d	NW_009646395.1	807972	808472	C	15.300	0
ERVL	TguLTR5d	NW_009646400.1	6558	6664	+	22.100	0
ERVL	TguLTR5d	NW_009646402.1	54835	55420	C	13.000	0
ERVL	TguLTR5d	NW_009646402.1	265289	265843	+	20.400	0
ERVL	TguLTR5e	NW_009646402.1	339691	339813	+	25.800	0
ERVL	TguLTR5e	NW_009646403.1	6173	6293	+	25.400	0
ERVL	TguLTR5e	NW_009646403.1	6663	6765	+	20.800	0
ERVL	TguLTR5d	NW_009646403.1	10585	11161	C	22.500	0
ERVL	TguLTR5e	NW_009646403.1	20445	20565	C	27.500	0
ERVL	TguLTR5e	NW_009646403.1	24765	24849	+	18.100	0
ERVL	TguLTR5d	NW_009646404.1	145543	145723	+	27.000	0
ERVL	TguLTR5d	NW_009646404.1	352577	353158	+	19.600	0
ERVL	TguLTR5d	NW_009646404.1	360737	360926	+	29.100	0
ERVL	TguLTR5d	NW_009646404.1	1011601	1012092	C	23.900	0
ERVL	TguLTR5d	NW_009646404.1	1630040	1630511	+	24.500	0
ERVL	TguLTR5e	NW_009646404.1	1889460	1889550	+	22.800	0
ERVL	TguLTR5e	NW_009646404.1	1893531	1893650	C	24.600	0
ERVL	TguLTR5d	NW_009646404.1	2013291	2013441	C	22.400	0
ERVL	TguLTR5d	NW_009646404.1	2013575	2013803	C	29.700	0
ERVL	TguLTR5e	NW_009646404.1	2144800	2144887	+	19.500	0
ERVL	TguLTR5e	NW_009646406.1	223763	223850	C	14.900	0
ERVL	TguLTR5e	NW_009646406.1	498925	499158	+	23.900	0
ERVL	TguLTR5d	NW_009646406.1	555971	556563	+	13.000	0
ERVL	TguLTR5e	NW_009646406.1	1066545	1066735	+	22.200	0
ERVL	TguLTR5e	NW_009646407.1	3312	3432	C	27.100	0
ERVL	TguLTR5e	NW_009646407.1	27107	27186	+	15.200	0
ERVL	TguLTR5d	NW_009646407.1	29942	30078	C	21.300	0
ERVL	TguLTR5d	NW_009646407.1	33925	34060	C	16.500	0
ERVL	TguLTR5d	NW_009646409.1	48174	48261	+	13.600	0
ERVL	TguLTR5d	NW_009646409.1	48279	48464	+	20.200	0
ERVL	TguLTR5d	NW_009646410.1	63786	63967	C	29.000	0
ERVL	TguLTR5d	NW_009646410.1	130479	130657	C	28.500	0
ERVL	TguLTR5d	NW_009646410.1	805067	805561	C	13.800	0
ERVL	TguLTR5d	NW_009646410.1	2130811	2130935	+	24.000	0
ERVL	TguLTR5e	NW_009646410.1	2346066	2346144	C	17.700	0
ERVL	TguLTR5e	NW_009646411.1	122365	122455	+	14.600	0
ERVL	TguLTR5e	NW_009646411.1	318990	319073	C	18.100	0
ERVL	TguLTR5e	NW_009646411.1	373086	373206	+	22.000	0
ERVL	TguLTR5d	NW_009646411.1	487354	487912	C	17.000	0
ERVL	TguLTR5d	NW_009646411.1	766023	766170	C	19.900	0
ERVL	TguLTR5d	NW_009646411.1	766270	766313	C	13.600	0
ERVL	TguLTR5d	NW_009646411.1	766358	766507	C	29.400	0
ERVL	TguLTR5e	NW_009646412.1	109	482	C	25.400	0
ERVL	TguLTR5e	NW_009646412.1	1975	2336	C	26.900	0
ERVL	TguLTR5d	NW_009646412.1	25427	25996	+	12.300	0
ERVL	TguLTR5e	NW_009646412.1	63952	64034	C	25.900	0
ERVL	TguLTR5e	NW_009646412.1	156251	156341	C	16.600	0
ERVL	TguLTR5e	NW_009646412.1	249590	249709	+	22.000	0
ERVL	TguLTR5d	NW_009646412.1	393079	393674	+	13.000	0
ERVL	TguLTR5d	NW_009646412.1	414624	415206	+	15.400	0
ERVL	TguLTR5d	NW_009646412.1	443739	444317	C	17.100	0
ERVL	TguLTR5d	NW_009646412.1	678645	678777	C	17.700	0
ERVL	TguLTR5d	NW_009646412.1	811517	812117	+	11.400	0
ERVL	TguLTR5d	NW_009646412.1	860105	860284	C	27.400	0
ERVL	TguLTR5d	NW_009646412.1	867380	867928	C	14.400	0
ERVL	TguLTR5e	NW_009646412.1	961638	961730	+	18.500	0
ERVL	TguLTR5d	NW_009646414.1	2194	2642	+	11.000	0
ERVL	TguLTR5d	NW_009646414.1	4201	4332	+	25.800	0
ERVL	TguLTR5e	NW_009646414.1	4782	4901	C	25.400	0
ERVL	TguLTR5d	NW_009646414.1	19307	19440	+	19.100	0
ERVL	TguLTR5e	NW_009646414.1	27546	28137	+	18.900	0
ERVL	TguLTR5e	NW_009646414.1	31967	32050	+	24.100	0
ERVL	TguLTR5d	NW_009646414.1	36478	36610	C	26.300	0
ERVL	TguLTR5d	NW_009646416.1	21471	21921	C	11.600	0
ERVL	TguLTR5e	NW_009646417.1	102967	103065	+	18.400	0
ERVL	TguLTR5e	NW_009646417.1	154748	154843	C	20.000	0
ERVL	TguLTR5d	NW_009646417.1	234530	234692	C	20.900	0
ERVL	TguLTR5d	NW_009646417.1	286537	286708	C	23.400	0
ERVL	TguLTR5d	NW_009646417.1	286977	287126	C	31.700	0
ERVL	TguLTR5e	NW_009646417.1	423362	423458	C	21.900	0
ERVL	TguLTR5e	NW_009646417.1	449824	449916	+	22.800	0
ERVL	TguLTR5d	NW_009646417.1	478573	478690	C	23.400	0
ERVL	TguLTR5e	NW_009646417.1	736965	737058	+	19.600	0
ERVL	TguLTR5d	NW_009646417.1	760980	761047	C	18.200	0
ERVL	TguLTR5d	NW_009646417.1	761350	761403	C	18.500	0
ERVL	TguLTR5e	NW_009646417.1	839279	839381	C	23.500	0
ERVL	TguLTR5e	NW_009646417.1	901914	902031	+	27.300	0
ERVL	TguLTR5e	NW_009646417.1	905826	905916	+	17.800	0
ERVL	TguLTR5d	NW_009646417.1	911947	912034	+	14.900	0
ERVL	TguLTR5d	NW_009646417.1	912221	912307	+	17.400	0
ERVL	TguLTR5d	NW_009646417.1	912447	912577	+	17.700	0
ERVL	TguLTR5d	NW_009646417.1	943814	943958	+	26.600	0
ERVL	TguLTR5d	NW_009646417.1	943985	944041	+	15.800	0
ERVL	TguLTR5d	NW_009646417.1	944194	944347	+	18.500	0
ERVL	TguLTR5d	NW_009646417.1	945810	945942	C	17.300	0
ERVL	TguLTR5d	NW_009646417.1	961122	961294	C	18.500	0
ERVL	TguLTR5e	NW_009646417.1	1003163	1003284	C	25.800	0
ERVL	TguLTR5d	NW_009646417.1	1010313	1010457	C	25.200	0
ERVL	TguLTR5d	NW_009646417.1	1024083	1024204	C	17.200	0
ERVL	TguLTR5d	NW_009646418.1	13933	14163	+	21.900	0
ERVL	TguLTR5d	NW_009646418.1	18965	19195	+	21.900	0
ERVL	TguLTR5d	NW_009646420.1	8594	9156	C	17.500	0
ERVL	TguLTR5e	NW_009646420.1	76221	76296	C	16.000	0
ERVL	TguLTR5e	NW_009646420.1	142978	143097	C	26.700	0
ERVL	TguLTR5e	NW_009646420.1	355810	355928	C	25.200	0
ERVL	TguLTR5e	NW_009646420.1	364044	364131	+	12.800	0
ERVL	TguLTR5e	NW_009646420.1	372243	372366	+	32.500	0
ERVL	TguLTR5e	NW_009646420.1	393735	393795	C	16.400	0
ERVL	TguLTR5e	NW_009646420.1	396886	397004	+	25.600	0
ERVL	TguLTR5d	NW_009646420.1	416904	417485	+	20.600	0
ERVL	TguLTR5e	NW_009646420.1	460410	460500	+	16.600	0
ERVL	TguLTR5d	NW_009646420.1	600171	600299	C	27.100	0
ERVL	TguLTR5e	NW_009646420.1	618560	619168	+	23.900	0
ERVL	TguLTR5e	NW_009646420.1	651188	651276	C	17.400	0
ERVL	TguLTR5d	NW_009646420.1	683900	684510	C	21.400	0
ERVL	TguLTR5e	NW_009646420.1	694629	694734	+	30.100	0
ERVL	TguLTR5e	NW_009646420.1	704370	704528	C	24.700	0
ERVL	TguLTR5d	NW_009646420.1	718283	718414	+	26.500	0
ERVL	TguLTR5e	NW_009646420.1	773988	774069	C	12.300	0
ERVL	TguLTR5d	NW_009646420.1	787136	787624	+	22.200	0
ERVL	TguLTR5e	NW_009646420.1	858607	858694	+	20.700	0
ERVL	TguLTR5e	NW_009646420.1	907721	907813	+	11.800	0
ERVL	TguLTR5e	NW_009646420.1	928093	928204	C	20.900	0
ERVL	TguLTR5d	NW_009646420.1	985938	986511	C	18.300	0
ERVL	TguLTR5e	NW_009646420.1	1102014	1102106	C	25.000	0
ERVL	TguLTR5e	NW_009646420.1	1128361	1128478	+	33.300	0
ERVL	TguLTR5e	NW_009646420.1	1157634	1157722	+	18.200	0
ERVL	TguLTR5e	NW_009646420.1	1214501	1214594	+	20.600	0
ERVL	TguLTR5d	NW_009646420.1	1220276	1220398	C	21.600	0
ERVL	TguLTR5e	NW_009646420.1	1241594	1241677	C	26.800	0
ERVL	TguLTR5e	NW_009646420.1	1246222	1246312	+	17.800	0
ERVL	TguLTR5e	NW_009646420.1	1248177	1248293	+	27.600	0
ERVL	TguLTR5d	NW_009646420.1	1290090	1290630	C	15.600	0
ERVL	TguLTR5e	NW_009646421.1	7934	8024	C	16.600	0
ERVL	TguLTR5d	NW_009646421.1	28214	28345	C	25.200	0
ERVL	TguLTR5e	NW_009646421.1	99978	100093	+	20.800	0
ERVL	TguLTR5d	NW_009646421.1	118402	118923	C	26.600	0
ERVL	TguLTR5e	NW_009646421.1	137784	137901	+	31.000	0
ERVL	TguLTR5e	NW_009646421.1	182360	182487	+	21.200	0
ERVL	TguLTR5e	NW_009646421.1	295759	295879	C	28.500	0
ERVL	TguLTR5d	NW_009646421.1	335172	335340	+	16.000	0
ERVL	TguLTR5d	NW_009646421.1	398417	398989	C	15.900	0
ERVL	TguLTR5e	NW_009646421.1	447590	447710	C	24.400	0
ERVL	TguLTR5e	NW_009646421.1	459184	459304	+	25.000	0
ERVL	TguLTR5d	NW_009646421.1	489266	489397	+	23.200	0
ERVL	TguLTR5e	NW_009646421.1	620405	620482	+	17.900	0
ERVL	TguLTR5e	NW_009646421.1	637114	637205	C	17.800	0
ERVL	TguLTR5e	NW_009646421.1	686540	686696	C	24.600	0
ERVL	TguLTR5e	NW_009646421.1	686724	687000	C	20.300	0
ERVL	TguLTR5e	NW_009646421.1	743378	743469	+	17.800	0
ERVL	TguLTR5d	NW_009646421.1	809267	809322	+	16.100	0
ERVL	TguLTR5e	NW_009646421.1	920298	920853	+	21.200	0
ERVL	TguLTR5d	NW_009646421.1	1439647	1440216	C	17.100	0
ERVL	TguLTR5e	NW_009646421.1	1442856	1443471	C	21.200	0
ERVL	TguLTR5e	NW_009646421.1	1582298	1582855	C	24.200	0
ERVL	TguLTR5d	NW_009646421.1	1655484	1655605	+	31.100	0
ERVL	TguLTR5d	NW_009646421.1	1655619	1655773	+	21.600	0
ERVL	TguLTR5d	NW_009646421.1	1753878	1754476	C	16.200	0
ERVL	TguLTR5d	NW_009646421.1	1773023	1773480	+	13.700	0
ERVL	TguLTR5e	NW_009646421.1	1994739	1994862	+	27.000	0
ERVL	TguLTR5e	NW_009646421.1	2061872	2061982	C	22.700	0
ERVL	TguLTR5e	NW_009646424.1	29376	29469	+	19.600	0
ERVL	TguLTR5d	NW_009646424.1	30790	30910	C	22.800	0
ERVL	TguLTR5d	NW_009646424.1	37677	37810	C	26.500	0
ERVL	TguLTR5d	NW_009646425.1	410084	410238	C	16.500	0
ERVL	TguLTR5d	NW_009646425.1	410391	410628	C	29.300	0
ERVL	TguLTR5e	NW_009646425.1	602768	602884	C	30.800	0
ERVL	TguLTR5d	NW_009646425.1	739300	739448	+	29.900	0
ERVL	TguLTR5d	NW_009646425.1	739662	739792	+	21.300	0
ERVL	TguLTR5d	NW_009646425.1	740512	741117	C	12.300	0
ERVL	TguLTR5d	NW_009646425.1	742556	743137	C	12.600	0
ERVL	TguLTR5e	NW_009646426.1	82157	82284	+	30.200	0
ERVL	TguLTR5e	NW_009646426.1	94498	95122	+	24.100	0
ERVL	TguLTR5e	NW_009646426.1	103990	104091	C	17.800	0
ERVL	TguLTR5e	NW_009646426.1	115758	115887	C	23.100	0
ERVL	TguLTR5d	NW_009646426.1	129250	129382	C	27.800	0
ERVL	TguLTR5e	NW_009646426.1	164625	164744	+	31.100	0
ERVL	TguLTR5e	NW_009646426.1	166331	166818	C	19.200	0
ERVL	TguLTR5e	NW_009646426.1	179299	179845	C	26.500	0
ERVL	TguLTR5d	NW_009646426.1	186544	186783	+	20.900	0
ERVL	TguLTR5d	NW_009646426.1	192552	193104	C	14.700	0
ERVL	TguLTR5d	NW_009646426.1	197478	197674	C	15.800	0
ERVL	TguLTR5e	NW_009646426.1	206091	206209	C	30.500	0
ERVL	TguLTR5d	NW_009646426.1	213351	213482	C	24.400	0
ERVL	TguLTR5d	NW_009646426.1	214123	214235	+	20.500	0
ERVL	TguLTR5e	NW_009646426.1	219431	220024	C	26.900	0
ERVL	TguLTR5e	NW_009646426.1	267269	267353	C	28.900	0
ERVL	TguLTR5d	NW_009646426.1	295735	296317	+	17.300	0
ERVL	TguLTR5d	NW_009646426.1	316487	317055	C	25.900	0
ERVL	TguLTR5e	NW_009646426.1	349553	349678	+	31.200	0
ERVL	TguLTR5e	NW_009646426.1	353743	353866	+	23.500	0
ERVL	TguLTR5e	NW_009646426.1	377816	377906	C	15.500	0
ERVL	TguLTR5d	NW_009646426.1	394328	394476	C	24.000	0
ERVL	TguLTR5e	NW_009646426.1	402305	402397	C	22.800	0
ERVL	TguLTR5d	NW_009646426.1	414514	415094	C	19.100	0
ERVL	TguLTR5e	NW_009646426.1	419898	419985	C	17.200	0
ERVL	TguLTR5e	NW_009646426.1	425955	426031	+	13.300	0
ERVL	TguLTR5e	NW_009646426.1	444200	444327	C	30.500	0
ERVL	TguLTR5e	NW_009646426.1	448634	448753	+	28.800	0
ERVL	TguLTR5d	NW_009646426.1	465806	465937	+	25.800	0
ERVL	TguLTR5e	NW_009646426.1	471880	471970	+	20.000	0
ERVL	TguLTR5e	NW_009646426.1	545401	545525	+	27.700	0
ERVL	TguLTR5e	NW_009646426.1	547838	547940	+	22.500	0
ERVL	TguLTR5e	NW_009646426.1	589215	589335	C	28.800	0
ERVL	TguLTR5e	NW_009646426.1	613413	613496	+	30.100	0
ERVL	TguLTR5e	NW_009646426.1	638904	639024	+	30.000	0
ERVL	TguLTR5e	NW_009646426.1	672916	673026	C	20.200	0
ERVL	TguLTR5d	NW_009646426.1	679306	679855	C	19.000	0
ERVL	TguLTR5e	NW_009646426.1	684070	684199	+	30.400	0
ERVL	TguLTR5d	NW_009646426.1	725918	726511	+	12.800	0
ERVL	TguLTR5d	NW_009646426.1	728935	729477	+	18.500	0
ERVL	TguLTR5e	NW_009646426.1	744965	745088	+	31.000	0
ERVL	TguLTR5e	NW_009646426.1	747303	747875	+	25.200	0
ERVL	TguLTR5d	NW_009646426.1	766464	767056	+	12.700	0
ERVL	TguLTR5d	NW_009646426.1	780554	781086	+	13.500	0
ERVL	TguLTR5e	NW_009646426.1	791261	791374	+	27.400	0
ERVL	TguLTR5d	NW_009646426.1	808393	808539	C	23.000	0
ERVL	TguLTR5e	NW_009646426.1	844310	844415	+	24.800	0
ERVL	TguLTR5d	NW_009646426.1	874618	875189	C	18.300	0
ERVL	TguLTR5e	NW_009646426.1	891552	891670	C	24.600	0
ERVL	TguLTR5e	NW_009646426.1	892871	893462	C	23.300	0
ERVL	TguLTR5e	NW_009646426.1	927328	927447	C	24.600	0
ERVL	TguLTR5d	NW_009646426.1	1007460	1008042	C	15.900	0
ERVL	TguLTR5e	NW_009646426.1	1019964	1020080	C	25.400	0
ERVL	TguLTR5e	NW_009646426.1	1049343	1049432	C	20.200	0
ERVL	TguLTR5e	NW_009646428.1	8052	8617	+	22.000	0
ERVL	TguLTR5d	NW_009646428.1	74692	75261	C	11.100	0
ERVL	TguLTR5e	NW_009646428.1	256364	256452	+	20.200	0
ERVL	TguLTR5e	NW_009646428.1	260442	260820	+	27.300	0
ERVL	TguLTR5e	NW_009646428.1	332339	332461	C	27.000	0
ERVL	TguLTR5e	NW_009646428.1	350737	350857	C	27.500	0
